district,crop_name,crop_area,crop_share,season,total_cropped_area,source_year,source_table,notes
Hafizabad District,Cotton,,,Kharif,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Sugarcane,9017,1,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Tobacco,,0,Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Oilseeds,,1,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Pulses,,,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Fodders,89195,10,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Vegetables,,0,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Orchards,411,,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Other Crops,,3,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Maize (Total),1821,,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Kharif Crops (Total),429647,,Kharif,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Rabi Crops (Total),425435,,Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Total Cropped Area,855492,,Kharif+Rabi,855492,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Wheat,395766,39,Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Rice/Paddy,320233,32,Kharif,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Maize (Rabi),,0,Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Maize (Kharif),,0,Kharif,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Jowar/Bajra/Gram,,1,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Barley,,0,Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Cotton,194,,Kharif,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Sugarcane,49662,5,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Tobacco,,,Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Oilseeds,,2,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Pulses,,,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Fodders,155731,16,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Vegetables,,0,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Orchards,11268,1,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Other Crops,,4,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Maize (Total),5309,,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Kharif Crops (Total),487292,,Kharif,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Rabi Crops (Total),506712,,Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Total Cropped Area,1005272,,Kharif+Rabi,1005272,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Narowal District,Wheat,375227,48,Rabi,774960,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
